Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
50,No,Non-Travel,145,Sales,1,3,Life Sciences,1040,4,Female,95,3,2,Sales Executive,3,Married,29631,24920,0,No,12,3,1,1,19,3,3,18,7,0,13
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1042,3,Female,43,4,1,Laboratory Technician,1,Single,39404,8269,1,No,16,3,3,0,18,1,3,17,13,15,14
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,1043,4,Female,82,3,3,Manufacturing Director,1,Single,53354,5083,1,Yes,13,3,3,0,21,2,3,21,6,2,8
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,1044,2,Female,88,2,1,Sales Representative,4,Single,48456,21437,0,No,19,3,4,0,3,2,2,2,2,2,2
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1045,4,Female,90,3,4,Manager,4,Married,25488,5404,3,No,13,3,2,1,26,4,4,9,3,1,1
32,No,Non-Travel,1109,Research & Development,29,4,Medical,1046,4,Female,69,3,1,Laboratory Technician,3,Single,55127,11135,9,No,12,3,2,0,10,2,3,8,7,7,7
34,No,Travel_Rarely,216,Sales,1,4,Marketing,1047,2,Male,75,4,2,Sales Executive,4,Divorced,26076,12278,0,No,11,3,4,1,16,2,2,15,1,0,9
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,1048,2,Male,66,3,3,Manager,4,Married,25107,11038,3,Yes,14,3,3,1,14,1,1,6,4,0,4
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1049,2,Male,36,3,1,Human Resources,2,Single,55986,8318,1,No,16,3,1,0,6,3,3,6,3,0,4
53,No,Travel_Frequently,124,Sales,2,3,Marketing,1050,3,Female,38,2,3,Sales Executive,2,Married,44998,23537,2,No,12,3,1,1,30,2,3,15,7,6,12
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1052,1,Male,81,3,2,Laboratory Technician,3,Divorced,28152,7858,7,No,14,3,2,1,9,3,2,1,0,0,0
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1053,1,Male,57,3,1,Research Scientist,1,Married,52770,15346,6,Yes,14,3,2,1,6,2,3,3,2,1,2
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1055,3,Female,87,3,1,Sales Representative,3,Married,58989,18410,1,Yes,19,3,4,1,1,2,3,1,1,0,0
28,No,Travel_Rarely,1144,Sales,10,1,Medical,1056,4,Male,74,3,1,Sales Representative,2,Married,41474,23384,1,No,22,4,2,0,1,5,3,1,0,0,0
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,1060,3,Male,44,3,1,Research Scientist,3,Married,31216,2997,3,No,16,3,1,1,8,2,3,2,2,2,2
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,1061,2,Male,62,3,5,Research Director,3,Married,44856,12853,2,Yes,11,3,4,1,29,2,2,8,1,7,7
37,No,Travel_Rarely,124,Research & Development,3,3,Other,1062,4,Female,35,3,2,Healthcare Representative,2,Single,45660,13848,3,No,15,3,1,0,8,3,2,4,3,0,1
40,No,Travel_Rarely,300,Sales,26,3,Marketing,1066,3,Male,74,3,2,Sales Executive,1,Married,31373,22217,1,No,14,3,2,1,8,3,2,7,7,7,5
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1068,1,Female,66,2,1,Research Scientist,3,Divorced,54019,25265,1,No,13,3,3,2,5,5,3,5,3,1,3
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,1069,4,Male,40,3,5,Research Director,4,Divorced,47858,21445,9,No,17,3,4,2,23,0,3,2,2,2,2
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,1070,3,Female,41,2,3,Sales Executive,3,Married,45365,8392,6,No,11,3,2,1,13,4,3,9,4,7,0
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1071,1,Female,63,3,1,Research Scientist,3,Married,34141,12154,2,No,19,3,2,1,18,4,3,5,4,0,3
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,1073,4,Female,51,2,3,Manufacturing Director,4,Single,40174,15669,0,No,11,3,2,0,15,2,2,14,8,7,8
55,No,Non-Travel,444,Research & Development,2,1,Medical,1074,3,Male,40,2,4,Manager,1,Single,51750,17323,7,No,15,3,2,0,31,3,4,9,7,6,2
43,No,Travel_Rarely,415,Sales,25,3,Medical,1076,3,Male,79,2,3,Sales Executive,4,Divorced,36910,5268,5,No,13,3,3,1,18,5,3,1,0,0,0
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1077,4,Female,54,3,1,Sales Representative,4,Single,58757,17205,1,Yes,14,3,2,0,2,3,3,2,2,0,2
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1079,3,Female,36,2,1,Laboratory Technician,1,Single,37702,17258,1,No,13,3,1,0,1,6,2,1,0,1,0
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1080,4,Female,74,2,2,Research Scientist,1,Divorced,45253,21029,8,Yes,23,4,1,3,19,2,3,16,13,1,7
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1081,1,Male,34,3,1,Research Scientist,3,Married,56471,10332,9,Yes,12,3,3,3,18,2,4,10,0,2,7
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1082,2,Male,72,2,3,Healthcare Representative,1,Single,52379,12355,1,No,12,3,1,0,10,2,2,10,7,1,9
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1083,1,Male,59,2,1,Laboratory Technician,1,Married,58472,11141,1,No,16,3,1,2,6,2,3,5,3,1,3
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,1084,3,Male,85,3,2,Manufacturing Director,1,Married,48454,9096,0,No,15,3,3,1,7,1,2,6,2,0,2
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1085,2,Female,43,4,1,Research Scientist,3,Married,32258,18863,1,No,13,3,3,0,10,3,3,10,6,0,8
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1088,3,Female,65,2,3,Healthcare Representative,3,Married,38987,24608,0,No,18,3,1,1,20,4,2,19,9,1,9
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1092,1,Male,61,3,3,Healthcare Representative,4,Married,26103,26542,4,No,20,4,4,1,14,6,3,11,10,11,1
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1094,1,Male,87,1,1,Laboratory Technician,3,Married,32674,5869,1,No,19,3,4,3,3,4,3,3,2,1,2
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1096,4,Male,65,3,3,Manufacturing Director,2,Married,30489,15813,3,No,18,3,2,1,23,4,3,3,2,1,2
28,No,Travel_Rarely,857,Research & Development,10,3,Other,1097,3,Female,59,3,2,Research Scientist,3,Single,58867,7909,3,No,13,3,4,0,10,4,4,8,7,1,7
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1098,2,Male,91,2,3,Human Resources,1,Married,49360,2326,9,No,14,3,4,1,24,1,3,20,6,3,6
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1099,4,Male,34,2,3,Healthcare Representative,4,Divorced,27486,21214,4,No,15,3,3,1,9,2,3,3,2,1,2
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1100,4,Male,86,3,3,Sales Executive,1,Single,49419,10333,0,Yes,22,4,1,0,9,2,3,8,7,4,7
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1101,1,Female,54,2,2,Research Scientist,3,Single,39609,3129,1,No,22,4,2,0,14,4,3,13,7,3,8
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,54246,22482,1,No,16,3,4,1,4,5,2,4,2,2,2
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1103,1,Male,45,3,2,Healthcare Representative,4,Single,38974,22266,0,No,17,3,3,0,7,1,2,6,2,0,4
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1105,4,Female,88,2,2,Sales Executive,4,Divorced,30787,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1106,4,Male,32,3,1,Laboratory Technician,4,Married,33960,4605,1,Yes,15,3,2,1,7,3,4,7,7,5,6
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,43198,19373,1,No,20,4,3,1,1,0,2,1,1,0,0
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1108,1,Male,55,2,1,Research Scientist,2,Single,55044,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,2
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1109,4,Male,35,3,4,Manager,1,Married,34794,14399,0,No,17,3,4,1,23,3,3,22,6,13,7
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1111,1,Male,45,2,1,Laboratory Technician,2,Divorced,29793,7160,1,No,15,3,1,2,1,2,3,1,0,0,0
50,Yes,Travel_Frequently,959,Sales,1,4,Other,1113,4,Male,81,3,2,Sales Executive,3,Single,49131,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1114,4,Female,30,3,2,Sales Executive,2,Married,37995,13401,0,No,17,3,3,1,4,3,3,3,2,0,2
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1115,3,Male,40,2,1,Research Scientist,4,Married,49293,22478,3,No,17,3,4,3,6,2,3,0,0,0,0
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1116,1,Male,35,4,4,Manager,4,Single,25784,16154,2,No,22,4,3,0,27,3,2,5,4,2,1
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1117,2,Female,65,2,2,Sales Executive,3,Married,55011,17970,1,No,13,3,4,1,15,2,3,15,10,4,12
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1118,2,Male,87,3,3,Healthcare Representative,2,Single,41463,15322,7,No,19,3,4,0,18,4,3,8,6,4,0
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1119,3,Male,73,2,3,Sales Executive,3,Divorced,31977,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1120,3,Female,93,3,1,Research Scientist,4,Divorced,28116,26968,4,No,22,4,1,1,11,1,3,7,5,1,7
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,35430,8039,0,No,17,3,2,3,10,3,2,9,7,1,7
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1124,1,Male,52,3,4,Manager,3,Married,51234,15596,3,No,12,3,4,1,23,3,3,12,9,4,9
38,No,Travel_Rarely,130,Sales,2,2,Marketing,1125,4,Male,32,3,3,Sales Executive,2,Single,36416,20619,7,No,16,3,3,0,10,2,3,1,0,0,0
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1126,3,Female,83,3,3,Manufacturing Director,1,Married,51877,11535,8,No,11,3,3,1,18,1,3,8,7,0,1
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,55293,13547,7,No,11,3,4,3,21,4,3,18,7,11,5
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1128,3,Male,44,2,5,Research Director,3,Single,40063,17544,1,No,14,3,1,0,21,2,4,20,7,4,9
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1131,4,Female,70,2,1,Research Scientist,2,Single,43289,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,2
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1132,3,Male,70,3,2,Laboratory Technician,2,Single,31607,8770,9,No,15,3,3,0,9,2,2,5,4,0,3
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1133,1,Male,78,3,2,Manufacturing Director,4,Single,58934,23238,2,No,20,4,1,0,18,0,3,11,9,0,9
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1135,3,Male,67,4,1,Sales Representative,4,Married,53004,21981,0,No,12,3,1,1,3,4,3,2,2,2,2
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1136,1,Male,67,2,1,Research Scientist,2,Married,48115,19911,0,No,17,3,1,0,6,2,1,5,3,0,4
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1137,4,Male,54,3,2,Sales Executive,4,Divorced,48720,18500,1,No,11,3,4,1,5,3,3,5,2,0,2
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1138,4,Male,56,2,4,Sales Executive,2,Married,34736,11879,6,No,17,3,2,1,22,3,3,9,8,2,3
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1140,4,Male,95,3,2,Manufacturing Director,3,Single,43384,15834,2,No,11,3,4,0,5,3,2,3,2,0,2
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1143,4,Female,61,3,1,Research Scientist,2,Divorced,49374,17940,0,No,14,3,4,2,8,2,2,7,5,1,1
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1148,2,Male,56,1,2,Laboratory Technician,4,Single,46699,9558,4,No,19,3,1,0,16,3,3,1,0,0,0
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1150,2,Male,79,2,2,Manufacturing Director,4,Married,27137,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1152,3,Male,37,4,1,Human Resources,3,Married,26886,6004,1,No,13,3,4,1,7,2,4,7,6,5,0
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1154,3,Male,39,2,1,Research Scientist,3,Divorced,28972,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,1156,3,Male,80,3,1,Laboratory Technician,3,Single,33347,13556,1,No,12,3,4,0,0,0,3,0,0,0,0
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1157,1,Female,77,3,2,Sales Executive,1,Single,28525,18385,0,Yes,17,3,1,0,6,3,3,5,2,0,3
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1158,2,Male,46,3,1,Laboratory Technician,4,Married,54751,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,0
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1160,3,Male,72,3,1,Laboratory Technician,3,Married,32224,6233,1,No,12,3,3,1,2,5,2,2,2,2,2
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,32912,17171,7,No,13,3,3,2,9,2,3,6,2,1,3
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1162,4,Male,55,2,1,Research Scientist,3,Married,39328,7950,1,No,13,3,3,1,4,0,3,4,2,2,2
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1163,2,Female,70,3,2,Sales Executive,3,Married,33693,5829,1,No,20,4,1,0,6,3,2,6,5,1,3
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1164,3,Male,100,3,1,Human Resources,3,Single,37168,7108,1,No,17,3,2,0,6,2,1,5,4,1,4
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1165,4,Female,45,2,3,Sales Executive,1,Married,50662,11162,1,No,13,3,1,1,11,3,1,11,8,3,10
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,1166,2,Female,88,3,3,Research Director,3,Single,54995,13782,9,No,17,3,3,0,20,3,2,18,7,2,13
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1167,3,Male,44,3,4,Sales Executive,1,Single,25454,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14
42,No,Travel_Rarely,647,Sales,4,4,Marketing,1171,2,Male,45,3,2,Sales Executive,1,Single,54887,2253,7,No,13,3,4,0,9,3,4,6,4,1,5
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1172,4,Male,58,2,1,Laboratory Technician,3,Married,53794,16340,6,No,12,3,2,1,10,2,3,8,0,1,7
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,1173,4,Male,49,3,1,Laboratory Technician,2,Single,38210,6409,8,No,22,4,4,0,6,2,3,4,3,1,2
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1175,3,Female,79,3,1,Laboratory Technician,4,Married,35694,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1177,1,Male,82,4,1,Laboratory Technician,4,Married,28675,13421,1,No,22,4,2,1,8,2,3,8,7,0,7
30,No,Travel_Rarely,852,Sales,10,3,Marketing,1179,3,Male,72,2,2,Sales Executive,3,Married,49312,2706,1,No,18,3,1,1,10,3,3,10,3,1,4
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,1180,3,Female,92,2,2,Research Scientist,4,Married,33459,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,56612,19588,2,No,18,3,2,1,15,2,4,7,7,6,4
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,1184,4,Male,97,2,2,Healthcare Representative,1,Single,46273,25755,0,No,20,4,3,0,14,3,3,13,9,4,9
35,No,Travel_Frequently,636,Research & Development,4,4,Other,1185,4,Male,47,2,1,Laboratory Technician,4,Married,44356,26537,1,No,13,3,2,1,2,2,4,2,2,2,2
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1188,1,Female,85,1,2,Sales Executive,3,Single,39314,9489,8,No,13,3,2,0,7,2,2,4,3,1,3
32,No,Non-Travel,862,Sales,2,1,Life Sciences,1190,3,Female,76,3,1,Sales Representative,1,Divorced,58273,14947,1,No,12,3,3,3,1,3,3,1,0,0,0
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1191,4,Female,92,3,5,Manager,1,Divorced,50670,18575,4,No,13,3,4,1,28,2,3,5,2,4,2
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1192,2,Female,54,3,1,Laboratory Technician,4,Married,35847,26342,1,No,13,3,1,1,10,5,3,10,8,0,8
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1193,3,Male,54,3,1,Research Scientist,1,Single,58147,7172,1,No,25,4,3,0,1,4,3,1,1,0,0
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1195,1,Female,83,3,1,Research Scientist,3,Married,36863,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1196,4,Female,56,2,2,Manufacturing Director,4,Married,32053,9961,1,No,13,3,2,1,14,2,2,14,8,3,11
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1198,1,Male,87,2,1,Laboratory Technician,3,Single,27193,12828,1,No,12,3,1,0,2,2,2,2,2,1,2
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1200,3,Male,96,3,1,Research Scientist,3,Single,51670,10826,1,Yes,11,3,3,0,6,4,3,6,4,0,2
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,1201,4,Female,50,3,5,Manager,3,Divorced,52056,18640,3,No,18,3,2,1,26,6,3,7,7,4,7
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1202,2,Female,69,1,1,Research Scientist,4,Married,55989,26933,0,Yes,18,3,1,1,6,2,2,5,4,1,3
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1203,3,Male,48,2,1,Research Scientist,4,Married,34131,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,0
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,1204,3,Female,69,3,4,Manager,1,Married,30793,24097,8,No,23,4,1,0,28,2,3,26,15,15,9
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1206,4,Male,74,1,1,Research Scientist,3,Single,37289,4279,2,No,13,3,4,0,6,3,3,0,0,0,0
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1207,2,Male,99,3,1,Human Resources,3,Married,53183,8429,1,No,13,3,4,1,5,2,3,5,4,1,4
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1210,1,Male,95,2,1,Research Scientist,1,Divorced,36975,20293,6,No,17,3,1,1,5,2,1,1,0,0,0
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1211,3,Male,61,3,2,Sales Executive,1,Divorced,38402,13192,8,No,19,3,3,3,8,3,3,4,3,0,3
40,No,Travel_Frequently,1184,Sales,2,4,Medical,1212,2,Male,62,3,2,Sales Executive,2,Married,35393,25440,5,No,12,3,4,3,5,2,3,0,0,0,0
50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,1215,4,Female,30,3,4,Manager,1,Married,58453,9490,2,No,22,4,3,1,32,3,3,2,2,2,2
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,1216,4,Male,78,2,1,Laboratory Technician,1,Married,37255,12449,1,No,12,3,3,3,6,2,3,6,5,3,3
46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1217,4,Male,52,3,5,Research Director,2,Married,25075,10849,5,No,11,3,1,1,25,2,3,4,2,0,3
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1218,3,Male,94,3,2,Sales Executive,1,Married,52117,21026,3,Yes,15,3,4,3,15,2,3,7,7,1,7
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1219,4,Female,97,3,1,Laboratory Technician,2,Married,36207,3372,1,No,13,3,1,1,1,3,1,1,0,0,0
33,No,Travel_Frequently,1146,Sales,25,3,Medical,1220,2,Female,82,3,2,Sales Executive,3,Married,38505,4905,1,No,12,3,1,1,10,3,2,10,7,0,1
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,57180,6865,1,No,14,3,3,1,7,4,3,7,7,1,7
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,55031,11309,1,No,13,3,1,3,10,4,2,10,7,8,9
44,No,Travel_Rarely,200,Research & Development,29,4,Other,1225,4,Male,32,3,2,Research Scientist,4,Single,45135,7744,1,No,25,4,2,0,20,3,3,20,11,13,17
20,No,Travel_Rarely,654,Sales,21,3,Marketing,1226,3,Male,43,4,1,Sales Representative,4,Single,50032,5050,1,No,17,3,4,0,2,2,3,2,1,2,2
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,32136,17433,2,No,11,3,3,1,12,3,2,6,3,1,4
42,No,Non-Travel,179,Human Resources,2,5,Medical,1231,4,Male,79,4,2,Human Resources,1,Married,33171,12858,7,No,16,3,1,1,10,3,4,4,3,0,3
60,No,Travel_Rarely,696,Sales,7,4,Marketing,1233,2,Male,52,4,2,Sales Executive,4,Divorced,25003,10893,0,Yes,18,3,2,1,12,3,3,11,7,1,9
32,No,Travel_Frequently,116,Research & Development,13,3,Other,1234,3,Female,77,2,1,Laboratory Technician,2,Married,36815,7331,1,No,20,4,3,1,2,2,3,2,2,2,2
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1235,4,Female,38,3,2,Research Scientist,3,Single,38947,2338,4,Yes,14,3,4,0,10,2,3,8,7,0,7
36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,49228,4235,2,Yes,21,4,3,1,17,2,3,7,7,7,7
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1238,1,Male,60,3,1,Research Scientist,4,Married,27897,6311,0,No,13,3,2,1,15,5,3,14,10,4,10
40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,1239,2,Female,84,2,2,Sales Executive,2,Divorced,25881,11591,7,No,12,3,2,1,7,2,4,5,1,1,3
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,1240,3,Male,57,3,2,Sales Executive,4,Single,59602,20623,0,No,14,3,2,0,5,4,3,4,3,1,1
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1241,4,Male,63,3,1,Research Scientist,2,Married,38445,9369,0,Yes,21,4,1,1,12,2,3,11,9,5,7
42,No,Travel_Frequently,458,Research & Development,26,5,Medical,1242,1,Female,60,3,3,Research Director,1,Married,50190,23281,3,Yes,17,3,3,0,20,6,3,1,0,0,0
35,No,Non-Travel,1212,Sales,8,2,Marketing,1243,3,Female,78,2,3,Sales Executive,4,Married,53763,13755,4,Yes,11,3,2,1,16,6,2,13,2,4,12
27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1244,1,Male,42,3,1,Research Scientist,1,Married,43564,14377,1,Yes,14,3,4,2,9,3,2,9,7,6,8
54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1245,4,Female,53,3,3,Manufacturing Director,3,Divorced,58886,9659,7,No,17,3,1,1,33,2,1,5,4,1,4
44,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1246,1,Female,72,4,1,Research Scientist,4,Married,27294,19982,1,No,13,3,4,1,10,5,3,10,5,7,7
19,Yes,Non-Travel,504,Research & Development,10,3,Medical,1248,1,Female,96,2,1,Research Scientist,2,Single,51624,6148,1,Yes,25,4,2,0,1,2,4,1,1,0,0
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1249,1,Female,97,3,1,Research Scientist,4,Divorced,45543,5598,1,No,15,3,1,3,3,5,3,3,2,1,2
54,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1250,4,Male,85,3,4,Research Director,4,Married,38589,23474,3,No,14,3,1,0,36,2,3,10,9,0,9
31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,1251,3,Male,80,3,2,Healthcare Representative,1,Married,26238,17089,1,Yes,12,3,4,0,6,2,2,6,5,0,1
31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,1252,3,Female,96,2,2,Healthcare Representative,1,Single,58385,17198,1,No,19,3,2,0,10,2,3,10,9,1,8
59,No,Travel_Rarely,326,Sales,3,3,Life Sciences,1254,3,Female,48,2,2,Sales Executive,4,Single,56652,16490,5,No,17,3,4,0,13,2,3,6,1,0,5
43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1255,3,Male,96,1,5,Research Director,4,Married,25192,18625,3,No,14,3,2,1,25,2,3,8,7,0,7
49,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1256,1,Male,85,2,5,Manager,3,Married,46194,12124,2,No,13,3,3,1,23,2,4,1,0,0,0
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1257,3,Male,46,3,1,Research Scientist,2,Married,35629,9256,1,No,12,3,3,0,12,2,2,11,10,0,7
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1258,4,Male,76,4,1,Laboratory Technician,2,Single,32735,16620,5,No,11,3,3,0,7,4,2,1,0,0,0
27,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1259,1,Male,76,3,1,Research Scientist,3,Divorced,33478,3208,1,No,11,3,2,3,5,2,3,5,3,0,3
